"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNOSVPHJOKNCDEGKDB00783495";2023;3;1;1;43;"N";14;107;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;98;0;0;0
"TQRMNOSPYHKLKTCDEIKAH00812953";2023;3;1;1;43;"S";34;929;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;460000;"8";"8";"8";"8";"";"9";230000;"9";"9";"9";"9";"";"10";2950;2;1;98;0;0;0
"TQRMNOUUSHMMKSCDEIKAH00812954";2023;3;1;1;43;"S";34;441;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;405000;"7";"8";"8";"7";"";"8";202500;"8";"9";"8";"8";"";"9";863;2;0;1;0;0;0
"TQRMNOPRUHJNLRCDEFIAH00781763";2023;3;1;1;43;"S";2;572;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;3;1;2;270000;"5";"6";"6";"5";"";"5";90000;"4";"5";"4";"4";"";"4";749;1;0;98;0;0;0
"TQRMNOQSUHJNLRCDEFIAH00781701";2023;3;1;1;43;"S";2;402;2;"";2;1;"";3;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;395000;"7";"8";"8";"7";"";"8";131666,67;"6";"7";"6";"6";"";"6";1140;1;0;98;0;0;0
"TQRMNOQRXHJNKSCDEHIBB00784206";2023;3;1;1;40;"N";22;87;1;"";4;1;"";5;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;7;4;3;208000;"4";"4";"5";"";"4";"4";29714,29;"1";"1";"1";"";"1";"1";76;3;2;98;0;0;0
"TQRMNORYTHJNKSCDEHIBB00784211";2023;3;1;1;40;"N";22;105;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;3;0;3;180000;"3";"3";"4";"";"3";"4";60000;"3";"3";"4";"";"3";"3";106;3;2;4;0;0;0
"TQRMNORSPHKOLOCDEHIBB00790091";2023;3;1;1;40;"N";22;119;1;"";3;2;"";2;1;1;1;"";1;2;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;4;0;4;92000;"1";"1";"2";"";"1";"2";23000;"1";"1";"1";"";"1";"1";135;1;2;3;4;0;0
"TQRMNOSUWHJMKTCDEHIBB00784201";2023;3;1;1;40;"N";22;132;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;280000;"5";"6";"6";"";"6";"6";56000;"2";"3";"3";"";"3";"3";156;4;0;98;0;0;0
"TQRMNOPVPHLMLLCDEHIBB00805789";2023;3;1;1;40;"N";22;126;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;0;2;80000;"1";"1";"1";"";"1";"1";40000;"2";"2";"2";"";"2";"2";139;1;0;98;0;0;0
"TQRMNOQYRHMNLLCDEHIBB00810889";2023;3;1;1;40;"N";22;97;1;"";99;1;"";2;1;1;1;"";1;1;1;1;1;2;2;99;4;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;2;5;0;5;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;3;4;0;0
"TQRMNORRWHJMLLCDEHIBB00784208";2023;3;1;1;40;"N";22;118;1;"";2;1;"";3;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;3;0;3;219500;"4";"5";"5";"";"5";"5";73166,67;"3";"4";"5";"";"4";"5";128;1;0;98;0;0;0
"TQRMNORRYHJMLLCDEHIBB00784214";2023;3;1;1;40;"N";22;122;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;390000;"7";"8";"8";"";"8";"8";195000;"8";"8";"9";"";"8";"9";141;1;2;98;0;0;0
"TQRMNOSWRHJOLMCDEHIBB00784266";2023;3;1;1;40;"N";22;186;1;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;6;5;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;4;0;4;662000;"9";"10";"10";"";"10";"10";165500;"7";"8";"9";"";"8";"9";198;6;0;1;15;0;0
"TQRMNORXRHKOLOCDEGIBJ00788768";2023;3;1;1;41;"N";12;274;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;"";2;"";1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;0;"0";"0";"0";"";"0";"0";0;"0";"0";"0";"";"0";"0";282;1;0;98;0;0;0
"TQRMNOPSPHKOLQCDEGIBJ00788822";2023;3;1;1;41;"N";12;537;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;600000;"9";"9";"10";"";"9";"9";200000;"8";"8";"9";"";"9";"9";581;1;0;2;0;0;0
"TQRMNOPTPHJOKMCDEFOCD00782677";2023;3;1;1;41;"N";8;356;1;"";2;1;"";1;1;1;1;"";1;1;2;2;2;2;2;2;1;2;0;1;2;1;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;160000;"3";"3";"4";"";"3";"5";53333,33;"2";"2";"3";"";"3";"5";410;1;0;98;0;0;0
"TQRMNOTQYHMLKNCDEFOCD00809496";2023;3;1;1;41;"N";8;502;2;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;3;"";4;"electrico";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;1;3;393000;"7";"8";"9";"";"8";"10";98250;"5";"5";"6";"";"5";"8";684;2;0;98;0;0;0
"TQRMNOPWSHLOLTCDEIKAH00807946";2023;3;1;1;43;"S";34;612;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;0;2;235000;"5";"5";"5";"4";"";"5";117500;"6";"6";"6";"6";"";"6";1249;1;0;98;0;0;0
"TQRMNORXXHLOLTCDEIKAH00807947";2023;3;1;1;43;"S";34;675;1;"";2;1;"";3;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOSTYHMKLRCDEIKAH00812955";2023;3;1;1;43;"S";34;773;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNORPPHMLLSCDEIKAH00812956";2023;3;1;1;43;"S";34;368;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;275000;"5";"6";"6";"5";"";"6";275000;"9";"9";"9";"9";"";"10";794;1;0;98;0;0;0
"TQRMNORVRHJMLRCDEIKAH00786720";2023;3;1;1;43;"S";34;259;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;1;2;3;2;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;4;0;4;380000;"7";"8";"7";"7";"";"8";95000;"5";"5";"4";"5";"";"4";553;1;2;4;0;0;0
"TQRMNOPRSHMMLTCDEIKAH00812957";2023;3;1;1;43;"S";34;1028;2;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;260000;"5";"5";"5";"5";"";"6";130000;"6";"7";"6";"6";"";"7";1765;1;2;98;0;0;0
"TQRMNOSSWHMOMLCDEIKAH00812958";2023;3;1;1;43;"S";34;533;1;"";1;2;"";4;2;1;1;"";1;1;1;1;1;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;100000;"1";"2";"2";"1";"";"1";50000;"2";"2";"2";"2";"";"2";479;1;2;98;0;0;0
"TQRMNOQPVHJMLUCDEIKAH00792508";2023;3;1;1;43;"S";34;651;1;"";1;1;"";2;1;2;1;"";1;2;2;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;1;4;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;2;0;0;0
"TQRMNOQXSHMOMOCDEIIAD00812134";2023;3;1;1;1;"S";32;2099;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;0;2;51000;"1";"";"1";"1";"";"1";25500;"1";"";"1";"1";"";"1";2832;1;0;98;0;0;0
"TQRMNOPRVHJNKNCDEIIAD00791260";2023;3;1;1;1;"S";32;1909;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOSVYHJNKNCDEIIAD00791371";2023;3;1;1;1;"S";32;1909;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;525000;"9";"";"8";"8";"";"7";525000;"10";"";"10";"10";"";"10";2712;1;0;98;0;0;0
"TQRMNOQSVHKLKNCDEIIAD00791543";2023;3;1;1;1;"S";32;2196;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1125000;"10";"";"10";"10";"";"10";375000;"10";"";"10";"10";"";"9";3305;1;0;2;0;0;0
"TQRMNOXPPHKOKOCDEIIAD00791302";2023;3;1;1;1;"S";32;1918;2;"";1;1;"";9;2;1;1;"";1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;2;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1050000;"10";"";"10";"10";"";"10";525000;"10";"";"10";"10";"";"10";3551;2;1;98;0;0;0
"TQRMNOPTSHKNKPCDEIIAD00791474";2023;3;1;1;1;"S";32;3248;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;1;0;0;0
"TQRMNOPQXHKKPPCDEIJAH00792405";2023;3;1;1;1;"S";33;2166;1;"";6;1;"";2;1;1;1;"";1;1;1;1;2;2;2;6;1;2;0;2;1;1;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;50000;"1";"";"1";"1";"";"1";50000;"2";"";"2";"2";"";"2";3074;1;0;98;0;0;0
"TQRMNOTXRHJMKRCDEIMBF00786726";2023;3;1;1;43;"N";36;170;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;0;5;300000;"6";"6";"6";"";"6";"7";60000;"3";"3";"2";"";"3";"3";212;96;0;98;0;0;0
"TQRMNOQTSHKMKRCDEIMBF00792565";2023;3;1;1;43;"N";36;93;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;600000;"9";"9";"9";"";"9";"9";600000;"10";"10";"10";"";"10";"10";94;1;0;98;0;0;0
"TQRMNOPQQHKMKSCDEGJBF00789066";2023;3;1;1;43;"S";13;1022;2;"";2;1;"";1;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;0;1;84000;"1";"1";"1";"1";"";"1";84000;"4";"4";"4";"4";"";"4";1072;1;0;98;0;0;0
"TQRMNOQUUHKMKSCDEGJBF00788943";2023;3;1;1;43;"S";13;644;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;450000;"8";"8";"8";"8";"";"9";90000;"4";"5";"4";"4";"";"4";792;1;2;3;4;5;0
"TQRMNOPQYHMMLNCDEGJBF00810094";2023;3;1;1;43;"S";13;636;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;975000;"10";"10";"10";"10";"";"10";487500;"10";"10";"10";"10";"";"10";684;1;2;98;0;0;0
"TQRMNOQUTHMMLNCDEGJBF00810095";2023;3;1;1;43;"S";13;709;1;"";3;1;"";3;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;102000;"2";"2";"2";"2";"";"2";34000;"1";"1";"1";"1";"";"1";801;2;0;98;0;0;0
"TQRMNOPUWHKLKTCDEGJBF00810096";2023;3;1;1;43;"S";13;687;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;2;2;2;0;2;560000;"9";"9";"9";"9";"";"9";280000;"9";"10";"9";"9";"";"9";759;2;0;1;0;0;0
"TQTMNORPUHLMKUCDEGJBF00804971";2023;3;1;1;43;"S";13;550;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;0;2;117000;"2";"2";"2";"2";"";"2";58500;"3";"3";"2";"3";"";"2";592;1;2;98;0;0;0
"TQRMNOPQVHLMLLCDEGJBF00810097";2023;3;1;1;43;"S";13;852;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;100000;"1";"2";"2";"1";"";"2";50000;"2";"2";"2";"2";"";"2";901;1;2;98;0;0;0
"TQRMNORPWHJLKUCDEGJBF00783232";2023;3;1;1;43;"S";13;820;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;370000;"7";"7";"7";"7";"";"7";370000;"10";"10";"10";"10";"";"10";911;1;0;96;0;0;0
"TQRMNOPVVHLLLQCDEGJBF00804891";2023;3;1;1;43;"S";13;847;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;405000;"7";"8";"8";"7";"";"8";202500;"8";"9";"8";"8";"";"8";955;1;2;98;0;0;0
"TQRMNOPRYHJMLNCDEGJBF00783474";2023;3;2;1;43;"S";13;593;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;120000;"2";"2";"2";"2";"";"2";120000;"6";"6";"6";"6";"";"6";615;1;0;98;0;0;0
"TQRMNOPTRHMKLTCDEGJBF00810098";2023;3;1;1;43;"S";13;1050;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2;1;0;1;180000;"3";"4";"3";"3";"";"3";180000;"8";"8";"8";"8";"";"8";1094;1;0;98;0;0;0
"TQRMNOPYSHKOLUCDEFIAH00787354";2023;3;1;1;43;"S";2;824;1;"";2;1;"";4;1;1;1;"";1;1;2;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;6;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;200000;"4";"4";"4";"4";"";"4";100000;"5";"5";"5";"5";"";"5";1575;1;2;98;0;0;0
"TQRMNOPQXHLOKQCDEOJAH00808469";2023;3;1;1;44;"N";93;29;2;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;140000;"2";"2";"1";"";"2";"2";140000;"7";"7";"5";"";"7";"6";30;1;0;98;0;0;0
"TQRMNORUXHLOKQCDEOJAH00808470";2023;3;1;1;44;"N";93;36;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;285000;"6";"6";"4";"";"6";"5";57000;"2";"3";"2";"";"3";"2";41;1;0;98;0;0;0
"TQRMNOTPSHJOKPCDEOJAH00787147";2023;3;1;1;44;"N";93;70;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;200000;"4";"4";"3";"";"4";"3";100000;"5";"5";"4";"";"5";"4";78;2;0;98;0;0;0
"TQRMNOQYXHMOKPCDEOJAH00813472";2023;3;1;1;44;"N";93;47;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;430000;"8";"8";"7";"";"8";"8";215000;"8";"9";"8";"";"9";"9";51;1;0;98;0;0;0
"TQRMNOTXTHJMKNCDEFLID00782298";2023;3;1;1;43;"S";5;408;1;"";8;1;"";1;1;1;1;"";1;1;1;1;2;2;2;8;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;2;0;0;0
"TQRMNORRVHJOKOCDEFLID00782304";2023;3;1;1;43;"S";5;382;1;"";4;2;"";4;2;1;1;"";1;1;1;2;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;2;2;129000;"2";"2";"2";"2";"";"2";32250;"1";"1";"1";"1";"";"1";562;2;0;1;0;0;0
"TQRMNORRUHLMKPCDEFLID00803850";2023;3;1;1;43;"S";5;239;2;"";2;1;"";3;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;0;1;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOQWYHMMKOCDEFLID00809098";2023;3;1;1;43;"S";5;285;1;"";6;1;"";3;1;1;1;"";1;1;1;1;2;2;2;6;3;2;0;1;1;1;2;0;1;1;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;2;0;96;0;0;0
"TQRMNOYQUHMLKMCDEIHJF00811858";2023;3;1;1;44;"N";31;247;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;0;1;300000;"6";"6";"4";"";"6";"3";300000;"9";"10";"9";"";"10";"8";279;1;0;98;98;0;0
"TQRMNOPYPHKMKPCDEIHJF00791102";2023;3;2;1;44;"N";31;113;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;200000;"4";"4";"2";"";"4";"2";100000;"5";"5";"4";"";"5";"2";117;1;0;98;0;0;0
"TQRMNORSQHKLKRCDEIHJF00791213";2023;3;1;1;44;"N";31;140;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;600000;"9";"9";"8";"";"9";"8";200000;"8";"8";"7";"";"9";"6";154;1;0;98;0;0;0
"TQRMNOSQXHKNNOCDEIJAH00791651";2023;3;1;1;1;"S";33;490;1;"";3;1;"";4;2;1;1;"";1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;120000;"2";"";"2";"2";"";"2";40000;"2";"";"2";"2";"";"2";915;1;3;98;0;0;0
"TQRMNOQVYHKONPCDEIJAH00792047";2023;3;1;1;1;"S";33;949;1;"";3;1;"";4;1;1;2;"";1;1;1;3;2;2;2;3;2;2;0;1;1;1;2;0;2;0;6;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;299000;"6";"";"5";"6";"";"6";74750;"3";"";"3";"3";"";"4";2415;2;0;1;0;0;0
"TQRMNOPTSHLNNPCDEIJAH00807717";2023;3;1;1;1;"S";33;102;1;"";2;1;"";2;1;1;2;"";1;1;1;2;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNORTXHLMLQCDEIGED00806720";2023;3;1;1;43;"N";30;226;1;"";2;1;"";2;1;1;2;"";1;1;1;3;2;1;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;0;2;87600;"1";"1";"1";"";"1";"1";43800;"2";"2";"2";"";"2";"2";285;2;0;1;0;0;0
"TQRMNOQSYHMKLQCDEIGED00811731";2023;3;1;1;43;"N";30;366;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;820000;"10";"10";"10";"";"10";"9";410000;"10";"10";"10";"";"10";"9";487;1;2;98;0;0;0
